for_date,daily_mape,zone,model
2026-06-27 17:00:00,,NAC,LightGBM
2026-06-27 17:30:00,,NAC,LightGBM
2026-06-27 18:00:00,,NAC,LightGBM
2026-06-27 18:30:00,,NAC,LightGBM
2026-06-27 19:00:00,,NAC,LightGBM
2026-06-27 19:30:00,,NAC,LightGBM
2026-06-27 20:00:00,,NAC,LightGBM
2026-06-27 20:30:00,,NAC,LightGBM
2026-06-27 21:00:00,,NAC,LightGBM
2026-06-27 21:30:00,,NAC,LightGBM
2026-06-27 22:00:00,,NAC,LightGBM
2026-06-27 22:30:00,,NAC,LightGBM
2026-06-27 23:00:00,,NAC,LightGBM
2026-06-27 23:30:00,,NAC,LightGBM
2026-06-28 00:00:00,,NAC,LightGBM
2026-06-28 00:30:00,,NAC,LightGBM
2026-06-28 01:00:00,,NAC,LightGBM
2026-06-28 01:30:00,,NAC,LightGBM
2026-06-28 02:00:00,,NAC,LightGBM
2026-06-28 02:30:00,,NAC,LightGBM
2026-06-28 03:00:00,,NAC,LightGBM
2026-06-28 03:30:00,,NAC,LightGBM
2026-06-28 04:00:00,,NAC,LightGBM
2026-06-28 04:30:00,,NAC,LightGBM
2026-06-28 05:00:00,,NAC,LightGBM
2026-06-28 05:30:00,,NAC,LightGBM
2026-06-28 06:00:00,,NAC,LightGBM
2026-06-28 06:30:00,,NAC,LightGBM
2026-06-28 07:00:00,,NAC,LightGBM
2026-06-28 07:30:00,,NAC,LightGBM
2026-06-28 08:00:00,,NAC,LightGBM
2026-06-28 08:30:00,,NAC,LightGBM
2026-06-28 09:00:00,,NAC,LightGBM
2026-06-28 09:30:00,,NAC,LightGBM
2026-06-28 10:00:00,,NAC,LightGBM
2026-06-28 10:30:00,,NAC,LightGBM
2026-06-28 11:00:00,,NAC,LightGBM
2026-06-28 11:30:00,,NAC,LightGBM
2026-06-28 12:00:00,,NAC,LightGBM
2026-06-28 12:30:00,,NAC,LightGBM
2026-06-28 13:00:00,,NAC,LightGBM
2026-06-28 13:30:00,,NAC,LightGBM
2026-06-28 14:00:00,,NAC,LightGBM
2026-06-28 14:30:00,,NAC,LightGBM
2026-06-28 15:00:00,,NAC,LightGBM
2026-06-28 15:30:00,,NAC,LightGBM
2026-06-28 16:00:00,,NAC,LightGBM
2026-06-28 16:30:00,,NAC,LightGBM
2026-06-28 17:00:00,,NAC,LightGBM
2026-06-28 17:30:00,,NAC,LightGBM
2026-06-28 18:00:00,,NAC,LightGBM
2026-06-28 18:30:00,,NAC,LightGBM
2026-06-28 19:00:00,,NAC,LightGBM
2026-06-28 19:30:00,,NAC,LightGBM
2026-06-28 20:00:00,,NAC,LightGBM
2026-06-28 20:30:00,,NAC,LightGBM
2026-06-28 21:00:00,,NAC,LightGBM
2026-06-28 21:30:00,,NAC,LightGBM
2026-06-28 22:00:00,,NAC,LightGBM
2026-06-28 22:30:00,,NAC,LightGBM
2026-06-28 23:00:00,,NAC,LightGBM
2026-06-28 23:30:00,,NAC,LightGBM
2026-06-29 00:00:00,,NAC,LightGBM
2026-06-29 00:30:00,,NAC,LightGBM
2026-06-29 01:00:00,,NAC,LightGBM
2026-06-29 01:30:00,,NAC,LightGBM
2026-06-29 02:00:00,,NAC,LightGBM
2026-06-29 02:30:00,,NAC,LightGBM
2026-06-29 03:00:00,,NAC,LightGBM
2026-06-29 03:30:00,,NAC,LightGBM
2026-06-29 04:00:00,,NAC,LightGBM
2026-06-29 04:30:00,,NAC,LightGBM
2026-06-29 05:00:00,,NAC,LightGBM
2026-06-29 05:30:00,,NAC,LightGBM
2026-06-29 06:00:00,,NAC,LightGBM
2026-06-29 06:30:00,,NAC,LightGBM
2026-06-29 07:00:00,,NAC,LightGBM
2026-06-29 07:30:00,,NAC,LightGBM
2026-06-29 08:00:00,,NAC,LightGBM
2026-06-29 08:30:00,,NAC,LightGBM
2026-06-29 09:00:00,,NAC,LightGBM
2026-06-29 09:30:00,,NAC,LightGBM
2026-06-29 10:00:00,,NAC,LightGBM
2026-06-29 10:30:00,,NAC,LightGBM
2026-06-29 11:00:00,,NAC,LightGBM
2026-06-29 11:30:00,,NAC,LightGBM
2026-06-29 12:00:00,,NAC,LightGBM
2026-06-29 12:30:00,,NAC,LightGBM
2026-06-29 13:00:00,,NAC,LightGBM
2026-06-29 13:30:00,,NAC,LightGBM
2026-06-29 14:00:00,,NAC,LightGBM
2026-06-29 14:30:00,,NAC,LightGBM
2026-06-29 15:00:00,,NAC,LightGBM
2026-06-29 15:30:00,,NAC,LightGBM
2026-06-29 16:00:00,,NAC,LightGBM
2026-06-29 16:30:00,,NAC,LightGBM
2026-06-29 17:00:00,,NAC,LightGBM
2026-06-29 17:30:00,,NAC,LightGBM
2026-06-29 18:00:00,,NAC,LightGBM
2026-06-29 18:30:00,,NAC,LightGBM
2026-06-29 19:00:00,,NAC,LightGBM
2026-06-29 19:30:00,,NAC,LightGBM
2026-06-29 20:00:00,,NAC,LightGBM
2026-06-29 20:30:00,,NAC,LightGBM
2026-06-29 21:00:00,,NAC,LightGBM
2026-06-29 21:30:00,,NAC,LightGBM
2026-06-29 22:00:00,,NAC,LightGBM
2026-06-29 22:30:00,,NAC,LightGBM
2026-06-29 23:00:00,,NAC,LightGBM
2026-06-29 23:30:00,,NAC,LightGBM
2026-06-30 00:00:00,,NAC,LightGBM
2026-06-24 00:30:00,,NAC,LSTM
2026-06-24 01:00:00,,NAC,LSTM
2026-06-24 01:30:00,,NAC,LSTM
2026-06-24 02:00:00,,NAC,LSTM
2026-06-24 02:30:00,,NAC,LSTM
2026-06-24 03:00:00,,NAC,LSTM
2026-06-24 03:30:00,,NAC,LSTM
2026-06-24 04:00:00,,NAC,LSTM
2026-06-24 04:30:00,,NAC,LSTM
2026-06-24 05:00:00,,NAC,LSTM
2026-06-24 05:30:00,,NAC,LSTM
2026-06-24 06:00:00,,NAC,LSTM
2026-06-24 06:30:00,,NAC,LSTM
2026-06-24 07:00:00,,NAC,LSTM
2026-06-24 07:30:00,,NAC,LSTM
2026-06-24 08:00:00,,NAC,LSTM
2026-06-24 08:30:00,,NAC,LSTM
2026-06-24 09:00:00,,NAC,LSTM
2026-06-24 09:30:00,,NAC,LSTM
2026-06-24 10:00:00,,NAC,LSTM
2026-06-24 10:30:00,,NAC,LSTM
2026-06-24 11:00:00,,NAC,LSTM
2026-06-24 11:30:00,,NAC,LSTM
2026-06-24 12:00:00,,NAC,LSTM
2026-06-24 12:30:00,,NAC,LSTM
2026-06-24 13:00:00,,NAC,LSTM
2026-06-24 13:30:00,,NAC,LSTM
2026-06-24 14:00:00,,NAC,LSTM
2026-06-24 14:30:00,,NAC,LSTM
2026-06-24 15:00:00,,NAC,LSTM
2026-06-24 15:30:00,,NAC,LSTM
2026-06-24 16:00:00,,NAC,LSTM
2026-06-24 16:30:00,,NAC,LSTM
2026-06-24 17:00:00,,NAC,LSTM
2026-06-24 17:30:00,,NAC,LSTM
2026-06-24 18:00:00,,NAC,LSTM
2026-06-24 18:30:00,,NAC,LSTM
2026-06-24 19:00:00,,NAC,LSTM
2026-06-24 19:30:00,,NAC,LSTM
2026-06-24 20:00:00,,NAC,LSTM
2026-06-24 20:30:00,,NAC,LSTM
2026-06-24 21:00:00,,NAC,LSTM
2026-06-24 21:30:00,,NAC,LSTM
2026-06-24 22:00:00,,NAC,LSTM
2026-06-24 22:30:00,,NAC,LSTM
2026-06-24 23:00:00,,NAC,LSTM
2026-06-24 23:30:00,,NAC,LSTM
2026-06-25 00:00:00,,NAC,LSTM
2026-06-25 00:30:00,,NAC,LSTM
2026-06-25 01:00:00,,NAC,LSTM
2026-06-25 01:30:00,,NAC,LSTM
2026-06-25 02:00:00,,NAC,LSTM
2026-06-25 02:30:00,,NAC,LSTM
2026-06-25 03:00:00,,NAC,LSTM
2026-06-25 03:30:00,,NAC,LSTM
2026-06-25 04:00:00,,NAC,LSTM
2026-06-25 04:30:00,,NAC,LSTM
2026-06-25 05:00:00,,NAC,LSTM
2026-06-25 05:30:00,,NAC,LSTM
2026-06-25 06:00:00,,NAC,LSTM
2026-06-25 06:30:00,,NAC,LSTM
2026-06-25 07:00:00,,NAC,LSTM
2026-06-25 07:30:00,,NAC,LSTM
2026-06-25 08:00:00,,NAC,LSTM
2026-06-25 08:30:00,,NAC,LSTM
2026-06-25 09:00:00,,NAC,LSTM
2026-06-25 09:30:00,,NAC,LSTM
2026-06-25 10:00:00,,NAC,LSTM
2026-06-25 10:30:00,,NAC,LSTM
2026-06-25 11:00:00,,NAC,LSTM
2026-06-25 11:30:00,,NAC,LSTM
2026-06-25 12:00:00,,NAC,LSTM
2026-06-25 12:30:00,,NAC,LSTM
2026-06-25 13:00:00,,NAC,LSTM
2026-06-25 13:30:00,,NAC,LSTM
2026-06-25 14:00:00,,NAC,LSTM
2026-06-25 14:30:00,,NAC,LSTM
2026-06-25 15:00:00,,NAC,LSTM
2026-06-25 15:30:00,,NAC,LSTM
2026-06-25 16:00:00,,NAC,LSTM
2026-06-25 16:30:00,,NAC,LSTM
2026-06-25 17:00:00,,NAC,LSTM
2026-06-25 17:30:00,,NAC,LSTM
2026-06-25 18:00:00,,NAC,LSTM
2026-06-25 18:30:00,,NAC,LSTM
2026-06-25 19:00:00,,NAC,LSTM
2026-06-25 19:30:00,,NAC,LSTM
2026-06-25 20:00:00,,NAC,LSTM
2026-06-25 20:30:00,,NAC,LSTM
2026-06-25 21:00:00,,NAC,LSTM
2026-06-25 21:30:00,,NAC,LSTM
2026-06-25 22:00:00,,NAC,LSTM
2026-06-25 22:30:00,,NAC,LSTM
2026-06-25 23:00:00,,NAC,LSTM
2026-06-25 23:30:00,,NAC,LSTM
2026-06-26 00:00:00,,NAC,LSTM
2026-06-26 00:30:00,,NAC,LSTM
2026-06-26 01:00:00,,NAC,LSTM
2026-06-26 01:30:00,,NAC,LSTM
2026-06-26 02:00:00,,NAC,LSTM
2026-06-26 02:30:00,,NAC,LSTM
2026-06-26 03:00:00,,NAC,LSTM
2026-06-26 03:30:00,,NAC,LSTM
2026-06-26 04:00:00,,NAC,LSTM
2026-06-26 04:30:00,,NAC,LSTM
2026-06-26 05:00:00,,NAC,LSTM
2026-06-26 05:30:00,,NAC,LSTM
2026-06-26 06:00:00,,NAC,LSTM
2026-06-26 06:30:00,,NAC,LSTM
2026-06-26 07:00:00,,NAC,LSTM
2026-06-26 07:30:00,,NAC,LSTM
2026-06-26 08:00:00,,NAC,LSTM
2026-06-26 08:30:00,,NAC,LSTM
2026-06-26 09:00:00,,NAC,LSTM
2026-06-26 09:30:00,,NAC,LSTM
2026-06-26 10:00:00,,NAC,LSTM
2026-06-26 10:30:00,,NAC,LSTM
2026-06-26 11:00:00,,NAC,LSTM
2026-06-26 11:30:00,,NAC,LSTM
2026-06-26 12:00:00,,NAC,LSTM
2026-06-26 12:30:00,,NAC,LSTM
2026-06-26 13:00:00,,NAC,LSTM
2026-06-26 13:30:00,,NAC,LSTM
2026-06-26 14:00:00,,NAC,LSTM
2026-06-26 14:30:00,,NAC,LSTM
2026-06-26 15:00:00,,NAC,LSTM
2026-06-26 15:30:00,,NAC,LSTM
2026-06-26 16:00:00,,NAC,LSTM
2026-06-26 16:30:00,,NAC,LSTM
2026-06-26 17:00:00,,NAC,LSTM
2026-06-26 17:30:00,,NAC,LSTM
2026-06-26 18:00:00,,NAC,LSTM
2026-06-26 18:30:00,,NAC,LSTM
2026-06-26 19:00:00,,NAC,LSTM
2026-06-26 19:30:00,,NAC,LSTM
2026-06-26 20:00:00,,NAC,LSTM
2026-06-26 20:30:00,,NAC,LSTM
2026-06-26 21:00:00,,NAC,LSTM
2026-06-26 21:30:00,,NAC,LSTM
2026-06-26 22:00:00,,NAC,LSTM
2026-06-26 22:30:00,,NAC,LSTM
2026-06-26 23:00:00,,NAC,LSTM
2026-06-26 23:30:00,,NAC,LSTM
2026-06-27 00:00:00,,NAC,LSTM
2026-06-27 00:30:00,,NAC,LSTM
2026-06-27 01:00:00,,NAC,LSTM
2026-06-27 01:30:00,,NAC,LSTM
2026-06-27 02:00:00,,NAC,LSTM
2026-06-27 02:30:00,,NAC,LSTM
2026-06-27 03:00:00,,NAC,LSTM
2026-06-27 03:30:00,,NAC,LSTM
2026-06-27 04:00:00,,NAC,LSTM
2026-06-27 04:30:00,,NAC,LSTM
2026-06-27 05:00:00,,NAC,LSTM
2026-06-27 05:30:00,,NAC,LSTM
2026-06-27 06:00:00,,NAC,LSTM
2026-06-27 06:30:00,,NAC,LSTM
2026-06-27 07:00:00,,NAC,LSTM
2026-06-27 07:30:00,,NAC,LSTM
2026-06-27 08:00:00,,NAC,LSTM
2026-06-27 08:30:00,,NAC,LSTM
2026-06-27 09:00:00,,NAC,LSTM
2026-06-27 09:30:00,,NAC,LSTM
2026-06-27 10:00:00,,NAC,LSTM
2026-06-27 10:30:00,,NAC,LSTM
2026-06-27 11:00:00,,NAC,LSTM
2026-06-27 11:30:00,,NAC,LSTM
2026-06-27 12:00:00,,NAC,LSTM
2026-06-27 12:30:00,,NAC,LSTM
2026-06-27 13:00:00,,NAC,LSTM
2026-06-27 13:30:00,,NAC,LSTM
2026-06-27 14:00:00,,NAC,LSTM
2026-06-27 14:30:00,,NAC,LSTM
2026-06-27 15:00:00,,NAC,LSTM
2026-06-27 15:30:00,,NAC,LSTM
2026-06-27 16:00:00,,NAC,LSTM
2026-06-27 16:30:00,,NAC,LSTM
2026-06-27 17:00:00,,NAC,LSTM
2026-06-27 17:30:00,,NAC,LSTM
2026-06-27 18:00:00,,NAC,LSTM
2026-06-27 18:30:00,,NAC,LSTM
2026-06-27 19:00:00,,NAC,LSTM
2026-06-27 19:30:00,,NAC,LSTM
2026-06-27 20:00:00,,NAC,LSTM
2026-06-27 20:30:00,,NAC,LSTM
2026-06-27 21:00:00,,NAC,LSTM
2026-06-27 21:30:00,,NAC,LSTM
2026-06-27 22:00:00,,NAC,LSTM
2026-06-27 22:30:00,,NAC,LSTM
2026-06-27 23:00:00,,NAC,LSTM
2026-06-27 23:30:00,,NAC,LSTM
2026-06-28 00:00:00,,NAC,LSTM
2026-06-28 00:30:00,,NAC,LSTM
2026-06-28 01:00:00,,NAC,LSTM
2026-06-28 01:30:00,,NAC,LSTM
2026-06-28 02:00:00,,NAC,LSTM
2026-06-28 02:30:00,,NAC,LSTM
2026-06-28 03:00:00,,NAC,LSTM
2026-06-28 03:30:00,,NAC,LSTM
2026-06-28 04:00:00,,NAC,LSTM
2026-06-28 04:30:00,,NAC,LSTM
2026-06-28 05:00:00,,NAC,LSTM
2026-06-28 05:30:00,,NAC,LSTM
2026-06-28 06:00:00,,NAC,LSTM
2026-06-28 06:30:00,,NAC,LSTM
2026-06-28 07:00:00,,NAC,LSTM
2026-06-28 07:30:00,,NAC,LSTM
2026-06-28 08:00:00,,NAC,LSTM
2026-06-28 08:30:00,,NAC,LSTM
2026-06-28 09:00:00,,NAC,LSTM
2026-06-28 09:30:00,,NAC,LSTM
2026-06-28 10:00:00,,NAC,LSTM
2026-06-28 10:30:00,,NAC,LSTM
2026-06-28 11:00:00,,NAC,LSTM
2026-06-28 11:30:00,,NAC,LSTM
2026-06-28 12:00:00,,NAC,LSTM
2026-06-28 12:30:00,,NAC,LSTM
2026-06-28 13:00:00,,NAC,LSTM
2026-06-28 13:30:00,,NAC,LSTM
2026-06-28 14:00:00,,NAC,LSTM
2026-06-28 14:30:00,,NAC,LSTM
2026-06-28 15:00:00,,NAC,LSTM
2026-06-28 15:30:00,,NAC,LSTM
2026-06-28 16:00:00,,NAC,LSTM
2026-06-28 16:30:00,,NAC,LSTM
2026-06-28 17:00:00,,NAC,LSTM
2026-06-28 17:30:00,,NAC,LSTM
2026-06-28 18:00:00,,NAC,LSTM
2026-06-28 18:30:00,,NAC,LSTM
2026-06-28 19:00:00,,NAC,LSTM
2026-06-28 19:30:00,,NAC,LSTM
2026-06-28 20:00:00,,NAC,LSTM
2026-06-28 20:30:00,,NAC,LSTM
2026-06-28 21:00:00,,NAC,LSTM
2026-06-28 21:30:00,,NAC,LSTM
2026-06-28 22:00:00,,NAC,LSTM
2026-06-28 22:30:00,,NAC,LSTM
2026-06-28 23:00:00,,NAC,LSTM
2026-06-28 23:30:00,,NAC,LSTM
2026-06-29 00:00:00,,NAC,LSTM
2026-06-29 00:30:00,,NAC,LSTM
2026-06-29 01:00:00,,NAC,LSTM
2026-06-29 01:30:00,,NAC,LSTM
2026-06-29 02:00:00,,NAC,LSTM
2026-06-29 02:30:00,,NAC,LSTM
2026-06-29 03:00:00,,NAC,LSTM
2026-06-29 03:30:00,,NAC,LSTM
2026-06-29 04:00:00,,NAC,LSTM
2026-06-29 04:30:00,,NAC,LSTM
2026-06-29 05:00:00,,NAC,LSTM
2026-06-29 05:30:00,,NAC,LSTM
2026-06-29 06:00:00,,NAC,LSTM
2026-06-29 06:30:00,,NAC,LSTM
2026-06-29 07:00:00,,NAC,LSTM
2026-06-29 07:30:00,,NAC,LSTM
2026-06-29 08:00:00,,NAC,LSTM
2026-06-29 08:30:00,,NAC,LSTM
2026-06-29 09:00:00,,NAC,LSTM
2026-06-29 09:30:00,,NAC,LSTM
2026-06-29 10:00:00,,NAC,LSTM
2026-06-29 10:30:00,,NAC,LSTM
2026-06-29 11:00:00,,NAC,LSTM
2026-06-29 11:30:00,,NAC,LSTM
2026-06-29 12:00:00,,NAC,LSTM
2026-06-29 12:30:00,,NAC,LSTM
2026-06-29 13:00:00,,NAC,LSTM
2026-06-29 13:30:00,,NAC,LSTM
2026-06-29 14:00:00,,NAC,LSTM
2026-06-29 14:30:00,,NAC,LSTM
2026-06-29 15:00:00,,NAC,LSTM
2026-06-29 15:30:00,,NAC,LSTM
2026-06-29 16:00:00,,NAC,LSTM
2026-06-29 16:30:00,,NAC,LSTM
2026-06-29 17:00:00,,NAC,LSTM
2026-06-29 17:30:00,,NAC,LSTM
2026-06-29 18:00:00,,NAC,LSTM
2026-06-29 18:30:00,,NAC,LSTM
2026-06-29 19:00:00,,NAC,LSTM
2026-06-29 19:30:00,,NAC,LSTM
2026-06-29 20:00:00,,NAC,LSTM
2026-06-29 20:30:00,,NAC,LSTM
2026-06-29 21:00:00,,NAC,LSTM
2026-06-29 21:30:00,,NAC,LSTM
2026-06-29 22:00:00,,NAC,LSTM
2026-06-29 22:30:00,,NAC,LSTM
2026-06-29 23:00:00,,NAC,LSTM
2026-06-29 23:30:00,,NAC,LSTM
2026-06-30 00:00:00,,NAC,LSTM
2026-06-24 00:30:00,2.502900415754657,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 01:00:00,1.8129557513548402,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 01:30:00,3.231984706132514,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 02:00:00,2.9091007889771823,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 02:30:00,1.0883622716332169,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 03:00:00,3.1061625578976266,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 03:30:00,2.1081817631715936,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 04:00:00,2.5898611628033006,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 04:30:00,3.703619404163385,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 05:00:00,4.071195814597985,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 05:30:00,5.768136358587887,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 06:00:00,6.625414736503893,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 06:30:00,3.111487988256264,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 07:00:00,1.4887535937676923,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 07:30:00,3.029975677759445,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 08:00:00,1.765586533033701,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 08:30:00,0.39058748127717147,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 09:00:00,0.5635698420933898,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 09:30:00,0.39983828952594974,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 10:00:00,1.4407333195170766,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 10:30:00,4.644340894554917,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 11:00:00,5.7113257640385395,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 11:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 12:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 12:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 13:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 13:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 14:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 14:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 15:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 15:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 16:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 16:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 17:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 17:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 18:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 18:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 19:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 19:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 20:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 20:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 21:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 21:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 22:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 22:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 23:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-24 23:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 00:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 00:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 01:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 01:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 02:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 02:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 03:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 03:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 04:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 04:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 05:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 05:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 06:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 06:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 07:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 07:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 08:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 08:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 09:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 09:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 10:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 10:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 11:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 11:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 12:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 12:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 13:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 13:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 14:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 14:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 15:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 15:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 16:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 16:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 17:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 17:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 18:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 18:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 19:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 19:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 20:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 20:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 21:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 21:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 22:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 22:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 23:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-25 23:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 00:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 00:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 01:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 01:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 02:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 02:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 03:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 03:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 04:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 04:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 05:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 05:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 06:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 06:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 07:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 07:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 08:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 08:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 09:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 09:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 10:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 10:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 11:00:00,,NAC,Ensemble_XGB_LGBM_LSTM
2026-06-26 11:30:00,,NAC,Ensemble_XGB_LGBM_LSTM
